type	sample.sample_id	laboratory_procedure.laboratory_procedure_id	file_id	file_description	file_format	file_location	file_name	file_size	file_status	file_type	md5sum
file	BENTO-BIOS-16495	BENTO-LAB-001	BENTO-FILE-16495	qRT-PCR output	txt	NA	20_OncotypeDXqRTPCR.txt	319	released	text	b0cd2d4621340fd811c5057793fc6e02
file	BENTO-BIOS-29828	BENTO-LAB-001	BENTO-FILE-29828	qRT-PCR output	txt	NA	40_OncotypeDXqRTPCR.txt	318	released	text	81c37378b9797ae2c5e979ba0124dfc5
file	BENTO-BIOS-35932	BENTO-LAB-001	BENTO-FILE-35932	qRT-PCR output	txt	NA	49_OncotypeDXqRTPCR.txt	317	released	text	470a304de126d344682ee14192a3d358
file	BENTO-BIOS-42003	BENTO-LAB-001	BENTO-FILE-42003	qRT-PCR output	txt	NA	63_OncotypeDXqRTPCR.txt	316	released	text	e7ee6d12665d9c7712eabed4ea6012cc
file	BENTO-BIOS-67043	BENTO-LAB-001	BENTO-FILE-67043	qRT-PCR output	txt	NA	84_OncotypeDXqRTPCR.txt	320	released	text	9d72a78c181ca11545f846952f31bed7
file	BENTO-BIOS-77341	BENTO-LAB-001	BENTO-FILE-77341	qRT-PCR output	txt	NA	91_OncotypeDXqRTPCR.txt	317	released	text	b9a6bbc8734f631fc85f153a074bf8cd
file	BENTO-BIOS-90122	BENTO-LAB-001	BENTO-FILE-90122	qRT-PCR output	txt	NA	100_OncotypeDXqRTPCR.txt	319	released	text	c2f611652ede0052f52550a7a94b92c4
file	BENTO-BIOS-99932	BENTO-LAB-001	BENTO-FILE-99932	qRT-PCR output	txt	NA	107_OncotypeDXqRTPCR.txt	320	released	text	c9a5498f7ca0583f8c471b5c9db990ea
file	BENTO-BIOS-117224	BENTO-LAB-001	BENTO-FILE-117224	qRT-PCR output	txt	NA	122_OncotypeDXqRTPCR.txt	318	released	text	5545a90874d8b149e80b2ec605e31cfc
file	BENTO-BIOS-129972	BENTO-LAB-001	BENTO-FILE-129972	qRT-PCR output	txt	NA	131_OncotypeDXqRTPCR.txt	318	released	text	b3d4fb583cca81abf017711f2c7e0708
file	BENTO-BIOS-132078	BENTO-LAB-001	BENTO-FILE-132078	qRT-PCR output	txt	NA	135_OncotypeDXqRTPCR.txt	317	released	text	919d8a9fa0248ba54ba41bc66c6b9647
file	BENTO-BIOS-138760	BENTO-LAB-001	BENTO-FILE-138760	qRT-PCR output	txt	NA	142_OncotypeDXqRTPCR.txt	318	released	text	b33a055b4a72070ecfd4cc64ffbb0584
file	BENTO-BIOS-143135	BENTO-LAB-001	BENTO-FILE-143135	qRT-PCR output	txt	NA	146_OncotypeDXqRTPCR.txt	318	released	text	c8dd2777d1bea13cd2b4d53ca3320251
file	BENTO-BIOS-161513	BENTO-LAB-001	BENTO-FILE-161513	qRT-PCR output	txt	NA	164_OncotypeDXqRTPCR.txt	319	released	text	c9a4a64c7382ccfe43a9dcdcfb23a905
file	BENTO-BIOS-181328	BENTO-LAB-001	BENTO-FILE-181328	qRT-PCR output	txt	NA	183_OncotypeDXqRTPCR.txt	319	released	text	1fc0e3c143b95b80704c20e2c95a1fcb
file	BENTO-BIOS-196229	BENTO-LAB-001	BENTO-FILE-196229	qRT-PCR output	txt	NA	196_OncotypeDXqRTPCR.txt	319	released	text	4057889a3976b2dad9eaa748db0a1c6d
file	BENTO-BIOS-200434	BENTO-LAB-001	BENTO-FILE-200434	qRT-PCR output	txt	NA	200_OncotypeDXqRTPCR.txt	317	released	text	ea63ffdd99e74fb96cc5089f66d760ee
file	BENTO-BIOS-209245	BENTO-LAB-001	BENTO-FILE-209245	qRT-PCR output	txt	NA	212_OncotypeDXqRTPCR.txt	318	released	text	f1a838d0a1866cbadf757b6c70b49aca
file	BENTO-BIOS-217910	BENTO-LAB-001	BENTO-FILE-217910	qRT-PCR output	txt	NA	220_OncotypeDXqRTPCR.txt	317	released	text	9ed1f086c0b58bf1ea8f4ff859726283
file	BENTO-BIOS-222647	BENTO-LAB-001	BENTO-FILE-222647	qRT-PCR output	txt	NA	225_OncotypeDXqRTPCR.txt	318	released	text	446f87b8557e78cb58a4ca77b1cb12dc
file	BENTO-BIOS-231525	BENTO-LAB-001	BENTO-FILE-231525	qRT-PCR output	txt	NA	234_OncotypeDXqRTPCR.txt	318	released	text	b0e674bcf6ba75d7f9126f4319a8ccfc
file	BENTO-BIOS-244208	BENTO-LAB-001	BENTO-FILE-244208	qRT-PCR output	txt	NA	247_OncotypeDXqRTPCR.txt	318	released	text	791a947245c1e229b35bd4005efd400f
file	BENTO-BIOS-252336	BENTO-LAB-001	BENTO-FILE-252336	qRT-PCR output	txt	NA	254_OncotypeDXqRTPCR.txt	317	released	text	b4aa24ee293a415fecb0848c661b491f
file	BENTO-BIOS-257807	BENTO-LAB-001	BENTO-FILE-257807	qRT-PCR output	txt	NA	258_OncotypeDXqRTPCR.txt	318	released	text	cd08ff372ec5579698d479025a76e8b5
file	BENTO-BIOS-262293	BENTO-LAB-001	BENTO-FILE-262293	qRT-PCR output	txt	NA	262_OncotypeDXqRTPCR.txt	317	released	text	aa6ce7470f7ba046bb3d9e70e67668ca
file	BENTO-BIOS-284104	BENTO-LAB-001	BENTO-FILE-284104	qRT-PCR output	txt	NA	285_OncotypeDXqRTPCR.txt	316	released	text	9480cf49591069c344d452c7b98bbf96
file	BENTO-BIOS-295887	BENTO-LAB-001	BENTO-FILE-295887	qRT-PCR output	txt	NA	296_OncotypeDXqRTPCR.txt	317	released	text	b7f040d874a9c091d950a6dc05ebde10
file	BENTO-BIOS-307267	BENTO-LAB-001	BENTO-FILE-307267	qRT-PCR output	txt	NA	315_OncotypeDXqRTPCR.txt	319	released	text	8f283db453d5b0e5e887193ada72c84d
file	BENTO-BIOS-310241	BENTO-LAB-001	BENTO-FILE-310241	qRT-PCR output	txt	NA	322_OncotypeDXqRTPCR.txt	317	released	text	ef7d2700dfdf90ebf49a35de15322c3e
file	BENTO-BIOS-320738	BENTO-LAB-001	BENTO-FILE-320738	qRT-PCR output	txt	NA	335_OncotypeDXqRTPCR.txt	318	released	text	5d06ed751081d684042158e2adb7c747
file	BENTO-BIOS-338262	BENTO-LAB-001	BENTO-FILE-338262	qRT-PCR output	txt	NA	350_OncotypeDXqRTPCR.txt	317	released	text	e058c37e5ae8866c98b220d71eeef24b
file	BENTO-BIOS-341115	BENTO-LAB-001	BENTO-FILE-341115	qRT-PCR output	txt	NA	351_OncotypeDXqRTPCR.txt	317	released	text	0c6e81a87dbdb3ad0f0e862906c3e4e8
file	BENTO-BIOS-351802	BENTO-LAB-001	BENTO-FILE-351802	qRT-PCR output	txt	NA	360_OncotypeDXqRTPCR.txt	318	released	text	30b26e6c60fab82ef5284de1e1bc1c28
file	BENTO-BIOS-353728	BENTO-LAB-001	BENTO-FILE-353728	qRT-PCR output	txt	NA	362_OncotypeDXqRTPCR.txt	315	released	text	d2ee24bfe9044e20deecefeb4ee5fb28
file	BENTO-BIOS-388240	BENTO-LAB-001	BENTO-FILE-388240	qRT-PCR output	txt	NA	399_OncotypeDXqRTPCR.txt	318	released	text	53c6ce1b3664f1423fb7787f906665ec
file	BENTO-BIOS-389850	BENTO-LAB-001	BENTO-FILE-389850	qRT-PCR output	txt	NA	400_OncotypeDXqRTPCR.txt	317	released	text	4c35aeac4e6d9668c274cdb1d1df89aa
file	BENTO-BIOS-400437	BENTO-LAB-001	BENTO-FILE-400437	qRT-PCR output	txt	NA	408_OncotypeDXqRTPCR.txt	318	released	text	f3627e176a21c8e25edf10264dbe2a79
file	BENTO-BIOS-405545	BENTO-LAB-001	BENTO-FILE-405545	qRT-PCR output	txt	NA	412_OncotypeDXqRTPCR.txt	318	released	text	97b95a91502129704a334eb3cdc87692
file	BENTO-BIOS-412989	BENTO-LAB-001	BENTO-FILE-412989	qRT-PCR output	txt	NA	426_OncotypeDXqRTPCR.txt	316	released	text	609fb4c1140a4ffa3d98c8bf0c51e105
file	BENTO-BIOS-426809	BENTO-LAB-001	BENTO-FILE-426809	qRT-PCR output	txt	NA	439_OncotypeDXqRTPCR.txt	314	released	text	08c115fccc217353f2785bc6c2dab78c
file	BENTO-BIOS-428876	BENTO-LAB-001	BENTO-FILE-428876	qRT-PCR output	txt	NA	443_OncotypeDXqRTPCR.txt	316	released	text	3f7d6d1fdf74b8cb0513496ed744a834
file	BENTO-BIOS-437318	BENTO-LAB-001	BENTO-FILE-437318	qRT-PCR output	txt	NA	451_OncotypeDXqRTPCR.txt	319	released	text	b9f185bec622f15404de9f0beea55499
file	BENTO-BIOS-438982	BENTO-LAB-001	BENTO-FILE-438982	qRT-PCR output	txt	NA	454_OncotypeDXqRTPCR.txt	317	released	text	9e2f38963c7abb4bc140db6f0a693236
file	BENTO-BIOS-444584	BENTO-LAB-001	BENTO-FILE-444584	qRT-PCR output	txt	NA	461_OncotypeDXqRTPCR.txt	319	released	text	d59c2b0481ab16d8b1f9b52501ba3540
file	BENTO-BIOS-456745	BENTO-LAB-001	BENTO-FILE-456745	qRT-PCR output	txt	NA	467_OncotypeDXqRTPCR.txt	315	released	text	19ac50032a1ce0d278844e8e336ad587
file	BENTO-BIOS-471426	BENTO-LAB-001	BENTO-FILE-471426	qRT-PCR output	txt	NA	482_OncotypeDXqRTPCR.txt	317	released	text	c0f370f33c4cbadfa8df896ed1871e8b
file	BENTO-BIOS-472047	BENTO-LAB-001	BENTO-FILE-472047	qRT-PCR output	txt	NA	483_OncotypeDXqRTPCR.txt	318	released	text	3659029d886bc4fb4b21835a0198a209
file	BENTO-BIOS-485469	BENTO-LAB-001	BENTO-FILE-485469	qRT-PCR output	txt	NA	499_OncotypeDXqRTPCR.txt	318	released	text	9d19734a166a012759aeb5e756959f29
file	BENTO-BIOS-496411	BENTO-LAB-001	BENTO-FILE-496411	qRT-PCR output	txt	NA	509_OncotypeDXqRTPCR.txt	317	released	text	368347b5d41e5f8dc55cb2a6feaf5513
file	BENTO-BIOS-498582	BENTO-LAB-001	BENTO-FILE-498582	qRT-PCR output	txt	NA	511_OncotypeDXqRTPCR.txt	317	released	text	eb6b64385f6e70a4dde398f449090d39
file	BENTO-BIOS-517289	BENTO-LAB-001	BENTO-FILE-517289	qRT-PCR output	txt	NA	532_OncotypeDXqRTPCR.txt	317	released	text	c2631705b01bcbfaba6261121c5daad4
file	BENTO-BIOS-520293	BENTO-LAB-001	BENTO-FILE-520293	qRT-PCR output	txt	NA	536_OncotypeDXqRTPCR.txt	317	released	text	4b155f73d8004e1dfe325d8cc82eee72
file	BENTO-BIOS-525515	BENTO-LAB-001	BENTO-FILE-525515	qRT-PCR output	txt	NA	539_OncotypeDXqRTPCR.txt	316	released	text	57cb75b7c8eb1bd0e1f489355c7d4429
file	BENTO-BIOS-527718	BENTO-LAB-001	BENTO-FILE-527718	qRT-PCR output	txt	NA	541_OncotypeDXqRTPCR.txt	316	released	text	dcea8ba13ced0910c2890558f234d5b5
file	BENTO-BIOS-538559	BENTO-LAB-001	BENTO-FILE-538559	qRT-PCR output	txt	NA	553_OncotypeDXqRTPCR.txt	315	released	text	8af5d220085c2edb9c34b95bb1ce9376
file	BENTO-BIOS-587617	BENTO-LAB-001	BENTO-FILE-587617	qRT-PCR output	txt	NA	592_OncotypeDXqRTPCR.txt	318	released	text	1cdcd1fa1b7436d4449ab734de9cc0c2
file	BENTO-BIOS-589063	BENTO-LAB-001	BENTO-FILE-589063	qRT-PCR output	txt	NA	596_OncotypeDXqRTPCR.txt	317	released	text	13dc5c55bed51e2304244a27e63d64be
file	BENTO-BIOS-605581	BENTO-LAB-001	BENTO-FILE-605581	qRT-PCR output	txt	NA	611_OncotypeDXqRTPCR.txt	318	released	text	85bb72fe4159a9ba8768aefad8d4952d
file	BENTO-BIOS-609007	BENTO-LAB-001	BENTO-FILE-609007	qRT-PCR output	txt	NA	616_OncotypeDXqRTPCR.txt	318	released	text	77a669952dd7e71851670c3f06ab78ef
file	BENTO-BIOS-618563	BENTO-LAB-001	BENTO-FILE-618563	qRT-PCR output	txt	NA	630_OncotypeDXqRTPCR.txt	319	released	text	c61c44b8a6312e7c2fbfd89a7fa0aef6
file	BENTO-BIOS-631915	BENTO-LAB-001	BENTO-FILE-631915	qRT-PCR output	txt	NA	644_OncotypeDXqRTPCR.txt	317	released	text	72a898a54f63460cdadb9be2166c124d
file	BENTO-BIOS-641702	BENTO-LAB-001	BENTO-FILE-641702	qRT-PCR output	txt	NA	650_OncotypeDXqRTPCR.txt	315	released	text	a268d9802e1eed321df8b0772861a0a4
file	BENTO-BIOS-641757	BENTO-LAB-001	BENTO-FILE-641757	qRT-PCR output	txt	NA	651_OncotypeDXqRTPCR.txt	318	released	text	7a43421ab7273eebd7677d5d087df5a4
file	BENTO-BIOS-661752	BENTO-LAB-001	BENTO-FILE-661752	qRT-PCR output	txt	NA	671_OncotypeDXqRTPCR.txt	318	released	text	9535ac4b4bca4139d04e9cbb1f7e5e84
file	BENTO-BIOS-679334	BENTO-LAB-001	BENTO-FILE-679334	qRT-PCR output	txt	NA	683_OncotypeDXqRTPCR.txt	317	released	text	f48b55265007031a278d49708c9834c5
file	BENTO-BIOS-703991	BENTO-LAB-001	BENTO-FILE-703991	qRT-PCR output	txt	NA	712_OncotypeDXqRTPCR.txt	317	released	text	6b7c713b0b91274e45876a2c2c547795
file	BENTO-BIOS-706233	BENTO-LAB-001	BENTO-FILE-706233	qRT-PCR output	txt	NA	715_OncotypeDXqRTPCR.txt	312	released	text	2c6ff299b26d3cea7f522aae3a7679f0
file	BENTO-BIOS-711102	BENTO-LAB-001	BENTO-FILE-711102	qRT-PCR output	txt	NA	722_OncotypeDXqRTPCR.txt	318	released	text	9ebda6d88d5a807f8d16a1d4b66b8ae9
file	BENTO-BIOS-713304	BENTO-LAB-001	BENTO-FILE-713304	qRT-PCR output	txt	NA	725_OncotypeDXqRTPCR.txt	317	released	text	943823d2c1c4e9a9aea285ff6ba9972f
file	BENTO-BIOS-726764	BENTO-LAB-001	BENTO-FILE-726764	qRT-PCR output	txt	NA	741_OncotypeDXqRTPCR.txt	318	released	text	bad34b5352c1fee96d1229e8314ad9ad
file	BENTO-BIOS-756693	BENTO-LAB-001	BENTO-FILE-756693	qRT-PCR output	txt	NA	774_OncotypeDXqRTPCR.txt	315	released	text	442fc4871f24354f4540fe2101a38d59
file	BENTO-BIOS-760414	BENTO-LAB-001	BENTO-FILE-760414	qRT-PCR output	txt	NA	778_OncotypeDXqRTPCR.txt	317	released	text	3b21ee08e6e2d92215f5b3b78a37b1e2
file	BENTO-BIOS-768912	BENTO-LAB-001	BENTO-FILE-768912	qRT-PCR output	txt	NA	789_OncotypeDXqRTPCR.txt	315	released	text	fa17c6beb76b3945b0be6e638c4a9035
file	BENTO-BIOS-771045	BENTO-LAB-001	BENTO-FILE-771045	qRT-PCR output	txt	NA	790_OncotypeDXqRTPCR.txt	317	released	text	349ee339e470905906ac68f1cf4f0816
file	BENTO-BIOS-778497	BENTO-LAB-001	BENTO-FILE-778497	qRT-PCR output	txt	NA	797_OncotypeDXqRTPCR.txt	314	released	text	280ccf5c9318e10f419b7d60c9a0cfff
file	BENTO-BIOS-803930	BENTO-LAB-001	BENTO-FILE-803930	qRT-PCR output	txt	NA	816_OncotypeDXqRTPCR.txt	317	released	text	c6f67ece78e7ceba64d4a16d4bd713f4
file	BENTO-BIOS-814020	BENTO-LAB-001	BENTO-FILE-814020	qRT-PCR output	txt	NA	823_OncotypeDXqRTPCR.txt	316	released	text	bfba5cbe139ea71c3cfa35adc14010e9
file	BENTO-BIOS-820500	BENTO-LAB-001	BENTO-FILE-820500	qRT-PCR output	txt	NA	833_OncotypeDXqRTPCR.txt	315	released	text	052c480c967eb29765550a503180999f
file	BENTO-BIOS-838546	BENTO-LAB-001	BENTO-FILE-838546	qRT-PCR output	txt	NA	845_OncotypeDXqRTPCR.txt	317	released	text	369bebb0b3be7d4d92eea182c62bffc4
file	BENTO-BIOS-841838	BENTO-LAB-001	BENTO-FILE-841838	qRT-PCR output	txt	NA	849_OncotypeDXqRTPCR.txt	319	released	text	fd4b7555e855f7174631a422e8bf803a
file	BENTO-BIOS-850193	BENTO-LAB-001	BENTO-FILE-850193	qRT-PCR output	txt	NA	855_OncotypeDXqRTPCR.txt	318	released	text	bd3be5ff4521feb35a6c03c41b36616a
file	BENTO-BIOS-851309	BENTO-LAB-001	BENTO-FILE-851309	qRT-PCR output	txt	NA	857_OncotypeDXqRTPCR.txt	316	released	text	ec664ffc4b0933a10f88abbcceb93999
file	BENTO-BIOS-852986	BENTO-LAB-001	BENTO-FILE-852986	qRT-PCR output	txt	NA	858_OncotypeDXqRTPCR.txt	317	released	text	30a853905ec45826a1fab496a6b64994
file	BENTO-BIOS-858657	BENTO-LAB-001	BENTO-FILE-858657	qRT-PCR output	txt	NA	866_OncotypeDXqRTPCR.txt	318	released	text	ddec24cb5645b9110a83df615e00fb0d
file	BENTO-BIOS-864487	BENTO-LAB-001	BENTO-FILE-864487	qRT-PCR output	txt	NA	870_OncotypeDXqRTPCR.txt	317	released	text	adf6314750d0e7f17cdb26ec529d35a2
file	BENTO-BIOS-872733	BENTO-LAB-001	BENTO-FILE-872733	qRT-PCR output	txt	NA	878_OncotypeDXqRTPCR.txt	319	released	text	3564be78a5c507963765209ee3591624
file	BENTO-BIOS-893335	BENTO-LAB-001	BENTO-FILE-893335	qRT-PCR output	txt	NA	900_OncotypeDXqRTPCR.txt	317	released	text	9161cec6ad89560e3ebecb42d0743e2f
file	BENTO-BIOS-898648	BENTO-LAB-001	BENTO-FILE-898648	qRT-PCR output	txt	NA	910_OncotypeDXqRTPCR.txt	317	released	text	75bb85348476efef53319c73e738426e
file	BENTO-BIOS-903603	BENTO-LAB-001	BENTO-FILE-903603	qRT-PCR output	txt	NA	917_OncotypeDXqRTPCR.txt	317	released	text	cf145a95b935012b63a9cdf844e75e96
file	BENTO-BIOS-905698	BENTO-LAB-001	BENTO-FILE-905698	qRT-PCR output	txt	NA	918_OncotypeDXqRTPCR.txt	319	released	text	5255369b92ebb072d2767588e835181a
file	BENTO-BIOS-913655	BENTO-LAB-001	BENTO-FILE-913655	qRT-PCR output	txt	NA	925_OncotypeDXqRTPCR.txt	318	released	text	f871d26c918c6092c50d4031e7e180f1
file	BENTO-BIOS-933924	BENTO-LAB-001	BENTO-FILE-933924	qRT-PCR output	txt	NA	950_OncotypeDXqRTPCR.txt	318	released	text	55c3d5759e105a53d7d18a04243e8718
